Top 5 words(According to frequency)

phrases,11
J.,11
2007.,11
König,11
"English"".",11
2019.,11
"1999,",11
history,10
Anglo-Saxon,10
majority,10
particularly,10
generally,10
even,10
how,10
did,10
Indian,10
speak,10
3,10
Varieties,10
GA,10
syllables,10
Standard,10
David;,10
"1994,",10
"2008,",10
5,10
Routledge.,10
(2010).,10
also:,9
without,9
European,9
especially,9
consonants,9
century,9
"century,",9
meaning,9
global,9
now,9
he,9
based,9
They,9
Most,9
differences,9
them,9
follows,9
rather,9
e.g.,9
constructions,9
girl,9
26,9
male,9
W.,9
Leech,9
"Bailey,",9
(1982).,9
W.;,9
Indo-European,8
today,8
either,8
As,8
Great,8
historical,8
began,8
Scots,8
Africa,8
strong,8
those,8
common,8
three,8
Vowel,8
Shift,8
variety,8
dialects.,8
change,8
few,8
"nouns,",8
speech,8
time,8
primarily,8
while,8
includes,8
open,8
States,8
class,8
important,8
uses,8
function,8
phonemes,8
Phonetic,8
voiceless,8
non-rhotic,8
Canadian,8
possessive,8
preposition,8
objective,8
constituent,8
take,8
subordinate,8
9,8
"1992,",8
(1992).,8
Romaine,8
"1982,",8
van,8
2016.,8
2014.,8
2018.,8
1982.,8
(2007).,8
Linguistics.,8
"Görlach,",8
Manfred,8
(2002).,8
"Denison,",8
Grammar,7
Pronunciation,7
early,7
"Britain,",7
least,7
period,7
then,7
Frisian,7
within,7
evolved,7
since,7
although,7
single,7
"verbs,",7
sound,7
changes,7
Britain,7
"French,",7
worldwide,7
modern,7
well,7
relative,7
parts,7
articles:,7
loanwords,7
distinction,7
suffix,7
Thomas,7
stressed,7
during,7
formal,7
working,7
does,7
percent,7
syntax,7
"words,",7
phonology,7
occur,7
before,7
Word,7
unstressed,7
agree,7
possibly,7
various,7
Scottish,7
African-American,7
formed,7
syntactic,7
run,7
You,7
what,7
stung,7
October,7
"Crystal,",7
S2CID,7
"2003b,",7
"""Language",7
Lass,7
2:,7
"1996,",7
7,7
Handbook,7
Peter,7
G.,7
Michigan,7
978-3-12-533872-2.,7
Toggle,6
subsection,6
Vocabulary,6
Sea,6
question,6
instead,6
Dialects,6
"dialects,",6
languages.,6
show,6
scholars,6
Greek,6
introduction,6
William,6
Its,6
mostly,6
complex,6
passive,6
Roman,6
By,6
divided,6
short,6
similar,6
much,6
continues,6
present,6
Other,6
speaking,6
personal,6
less,6
level,6
pronunciations,6
London,6
education,6
"Africa,",6
independent,6
following,6
published,6
Within,6
de,6
Americans,6
major,6
Kachru,6
"circle""",6
learn,6
1,6
part,6
several,6
composed,6
scientific,6
While,6
will,6
/r/,6
lenis,6
back,6
terms,6
Noun,6
marking,6
subjective,6
preterite,6
past,6
construction,6
way,6
Nigerian,6
R.,6
(2008).,6
C.,6
4.,6
2021.,6
et,6
al.,6
2022.,6
"2009,",6
2013.,6
2012.,6
2002.,6
15,6
January,6
Brinton,6
Wells,6
S.,6
"Situation"".",6
4,6
L.,6
978-0-521-71799-1.,6
"Trudgill,",6
Writing,5
"Dialects,",5
"Australia,",5
"Ireland,",5
million,5
Anglo-Frisian,5
Anglic,5
Countries,5
lingua,5
List,5
learned,5
late,5
"vocabulary,",5
classified,5
Low,5
Saxon,5
German,5
along,5
though,5
Isles,5
These,5
shows,5
considered,5
Although,5
contact,5
because,5
share,5
§,5
century.,5
later,5
"England,",5
considerable,5
King,5
works,5
largely,5
"constructions,",5
set,5
mutual,5
northern,5
accusative,5
world's,5
country,5
beginning,5
centre,5
throughout,5
another,5
lower,5
cases,5
irregular,5
writing,5
traits,5
diphthongs,5
very,5
same,5
introduced,5
"""The",5
becoming,5
across,5
norms,5
almost,5
SVO,5
Survey,5
communities,5
Canada,5
Australia,5
if,5
population,5
government,5
informal,5
India,5
rarely,5
Nations,5
Association,5
12,5
future,5
Received,5
below,5
always,5
voiced,5
stop,5
"RP,",5
plain,5
accent.,5
lexical,5
need,5
marked,5
(for,5
V,5
Stress,5
longer,5
position,5
last,5
dog,5
merger,5
Vernacular,5
retain,5
determiners,5
inversion,5
copula,5
count,5
-s,5
traditionally,5
woman,5
complement,5
"form,",5
prepositional,5
tense,5
Auxiliary,5
takes,5
"verb,",5
phrasal,5
clause.,5
him,5
sentences,5
know,5
Discourse,5
productive,5
process,5
origin,5
Linguistic,5
write,5
Irish,5
"accents,",5
Human,5
"2010,",5
Svartvik,5
Cambridge:,5
der,5
Routledge,5
2017.,5
National,5
22,5
Organization,5
(2012).,5
(2nd,5
Languages.,5
A.,5
eds.,5
(1999).,5
"Romaine,",5
Suzanne,5
Journal,5
Census,5
3:,5
1:,5
JSTOR,5
(2009).,5
Introduction,5
"Lass,",5
Roger,5
text,4
"States,",4
"Canada,",4
billion,4
Official,4
status,4
minority,4
territories,4
phonetic,4
series,4
speakers.,4
peoples,4
whether,4
group,4
core,4
borrowed,4
"Latin,",4
Romance,4
under,4
related,4
gradually,4
together,4
development,4
influenced,4
own,4
outside,4
great,4
consider,4
shared,4
weak,4
modal,4
affecting,4
9th,4
James,4
greatly,4
"countries,",4
southern,4
four,4
distinct,4
"pronouns,",4
endings,4
"forms,",4
"him,",4
could,4
conversation,4
Matthew,4
þe,4
area,4
typically,4
particular,4
social,4
nominative,4
except,4
Geoffrey,4
spellings,4
East,4
clusters,4
find,4
represent,4
Second,4
War,4
usage,4
his,4
prestige,4
she,4
Percentage,4
50,4
according,4
world.,4
primary,4
distinguished,4
large,4
(the,4
Kingdom,4
17,4
communicate,4
inner-circle,4
vary,4
depending,4
make,4
distinctions,4
thus,4
higher,4
national,4
sets,4
usually,4
readily,4
understand,4
influences,4
Use,4
described,4
Southeast,4
commonly,4
articles,4
led,4
combination,4
differ,4
sounds,4
shown,4
fortis,4
"syllable,",4
"n,",4
table,4
boy,4
contrast,4
feature,4
possible,4
"s,",4
tends,4
Scotland,4
fronted,4
Accents,4
Cockney,4
Estuary,4
separate,4
expressing,4
stems,4
gender,4
Det.,4
Nouns,4
forms.,4
enclitic,4
whereas,4
prepositions,4
functions,4
marks,4
speaker,4
degree,4
adverb,4
finite,4
traditional,4
contemporary,4
ran,4
highly,4
information,4
"sentence,",4
it.,4
precedes,4
(or,4
interrogative,4
rules,4
Do,4
active,4
serving,4
One,4
Another,4
bee,4
markers,4
help,4
roots,4
orthography,4
"t,",4
"w,",4
Caribbean,4
Jamaican,4
"2015,",4
(1):,4
20,4
London:,4
"Graddol,",4
"2013,",4
29,4
Table,4
"2012,",4
Schneider,4
May,4
14,4
11,4
Brutt-Griffler,4
2011.,4
"2014,",4
"Huddleston,",4
"Denning,",4
Gottlieb,4
Mountford,4
Hughes,4
Englishes.,4
Edgar,4
(2004).,4
H.,4
(2001).,4
(2):,4
Languages,4
"Languages"".",4
E.,4
2013).,4
Oxford:,4
10,4
"Morphology"".",4
P.,4
"Leech,",4
account,3
Geographical,3
distribution,3
From,3
free,3
family,3
Proto-Germanic,3
organisations,3
ISO,3
proper,3
see,3
symbols,3
purism,3
"Angles,",3
"world,",3
defined,3
(such,3
US,3
co-official,3
Anglo-Saxons,3
"Norse,",3
despite,3
continuum,3
closely,3
Dutch,3
closest,3
sometimes,3
grouped,3
remains,3
mutually,3
French.,3
mark,3
creole,3
innovations,3
Phonological,3
earliest,3
Viking,3
8th,3
borrowing,3
further,3
printing,3
press,3
Bible,3
needed],3
wide,3
Empire,3
Through,3
leading,3
discourse,3
regions,3
typical,3
pattern,3
rich,3
relatively,3
little,3
inflection,3
subject–verb–object,3
expression,3
"tenses,",3
aspects,3
/,3
originally,3
became,3
"time,",3
mainly,3
alphabet,3
"adjectives,",3
"well,",3
retained,3
varieties.,3
Research,3
8:20,3
examples,3
genitive,3
"country,",3
colonisation,3
With,3
Because,3
continued,3
range,3
simplified,3
"system,",3
limited,3
fully,3
until,3
effect,3
showing,3
affected,3
shift,3
close,3
explains,3
Henry,3
Around,3
books,3
"London,",3
expanding,3
structure,3
adopted,3
"America,",3
states,3
20th,3
broadcasting,3
"Language,",3
non-standard,3
complete,3
"do-support,",3
general,3
progressive,3
associated,3
instruction,3
home,3
Community,3
categories,3
"""inner",3
communication,3
Three,3
circles,3
whom,3
Braj,3
Kachru's,3
"model,",3
"""outer",3
small,3
widespread,3
"""expanding",3
users,3
speaks,3
children,3
non-native,3
school,3
English-based,3
"broadcasting,",3
phonological,3
Non-native,3
countries.,3
percentage,3
UK,3
standards,3
established,3
educated,3
television,3
films,3
Both,3
Foreign-language,3
optional,3
data,3
communication.,3
"However,",3
fluent,3
"publishing,",3
book,3
"is,",3
achieved,3
specify,3
Asian,3
member,3
EU,3
Eurobarometer,3
(which,3
business,3
study,3
think,3
(i.e.,3
"varieties,",3
tʃ,3
dʒ,3
z,3
appear,3
additional,3
"cases,",3
shorter,3
dark,3
light,3
Vowels,3
ɑ,3
length,3
"GA,",3
frequently,3
realised,3
"structure,",3
"approximant,",3
fricative,3
role,3
others,3
reduced,3
"can,",3
sentence.,3
stress,3
compound,3
out,3
split,3
/ɑ/,3
/æ/,3
distinguishes,3
lack,3
processes,3
(in,3
"dialect,",3
"non-rhotic,",3
dialectal,3
front,3
/æ,3
strongly,3
"prepositions,",3
add,3
conjunctions,3
Verb,3
(also,3
animate,3
child,3
noun.,3
But,3
red,3
follow,3
"phrase,",3
definite,3
already,3
constituents,3
"good,",3
modify,3
"(e.g.,",3
slender,3
periphrastic,3
studies,3
"case,",3
they/them,3
(as,3
my,3
reflexive,3
"singular,",3
addition,3
your,3
we,3
refer,3
oblique,3
Prepositional,3
gave,3
"infinitive,",3
participle,3
Third,3
going,3
perfect,3
(I,3
verbal,3
go,3
saw,3
made,3
verb.,3
"up,",3
idiomatic,3
adverbs,3
derived,3
negative,3
S,3
O,3
require,3
"not,",3
becomes,3
"there,",3
subjects,3
specific,3
existing,3
pronouncing,3
origins,3
Since,3
"d,",3
"f,",3
"h,",3
"j,",3
"k,",3
"l,",3
"m,",3
"p,",3
"r,",3
"v,",3
correspondence,3
c,3
g,3
patterns,3
historically,3
reading,3
linguists,3
prominent,3
Yorkshire,3
BBC,3
recent,3
19th,3
rhoticity,3
York,3
City,3
AAVE,3
non-rhoticity,3
Creole,3
Asia,3
Philippine,3
2023),3
code-switching,3
Declaration,3
Learner's,3
2023.,3
Ethnologue,3
N.,3
Chapter,3
Companion,3
"""How",3
"Baugh,",3
1999.,3
23.,3
Hogg,3
30–31.,3
(2014).,3
"2003,",3
Mair,3
"language?"".",3
196.,3
1.,3
Patrick,3
Commission,3
Civil,3
Aviation,3
Global,3
McMahon,3
19,3
Entry,3
"""contract"".",3
Council.,3
"Pullum,",3
21,3
Guide,3
Language:,3
Daniels,3
Erik,3
July,3
J.;,3
"Ammon,",3
Ulrich,3
Science,3
Linguistics,3
Gruyter.,3
World.,3
Beginnings,3
1066.,3
978-0-521-26474-7.,3
"""Variation",3
Michael,3
(5th,3
Blackwell.,3
Studies,3
handbook,3
Grammar.,3
(1996).,3
D.,3
Robert,3
(Second,3
Why,3
K.,3
(2011).,3
"König,",3
About,3
Edinburgh,3
"Mair,",3
(2003).,3
2011:,3
"Richter,",3
(pp.,3
"i–xx,",3
Resources,3
icon,3
Free,2
Search,2
Classification,2
Sample,2
References,2
Bibliography,2
External,2
links,2
Article,2
View,2
source,2
good,2
Native,2
"Kingdom,",2
Proto-Indo-European,2
runes,2
"Braille,",2
31,2
entities,2
Malaysia,2
eng,2
contains,2
IPA,2
guide,2
Teaching,2
vte,2
sovereign,2
estimated,2
named,2
special,2
law,2
"India,",2
sole,2
dominant,2
"Union,",2
branch.,2
settled,2
extensively,2
provides,2
coming,2
branch,2
exists,2
Afrikaans,2
......,2
Upper,2
originated,2
whose,2
German/Low,2
living,2
relatives,2
grouping,2
turn,2
extinct,2
Fingallian,2
Like,2
Icelandic,2
"Faroese,",2
continental,2
intelligible,2
"syntax,",2
"Frisian,",2
earlier,2
Unlike,2
invasions,2
mixed,2
true,2
ancestor,2
division,2
"classes,",2
"consonants,",2
"features,",2
velar,2
(see,2
collectively,2
brought,2
5th,2
11th,2
Conquest,2
15th,2
start,2
"roots,",2
London.,2
era,2
shifts,2
17th,2
consequence,2
States.,2
types,2
printed,2
franca,2
contexts,2
result,2
analytic,2
fairly,2
relies,2
"moods,",2
"interrogatives,",2
epic,2
poem,2
half-uncial,2
We,2
heard,2
coasts,2
"Saxons,",2
replacing,2
Common,2
At,2
dialects:,2
Alfred,2
runic,2
English-speakers,2
"speaking,",2
centuries,2
intelligibility,2
Even,2
Danelaw,2
probably,2
commoner,2
certain,2
details,2
translation,2
"plural,",2
holes,2
birds,2
"Oxford,",2
university,2
second-oldest,2
"university,",2
founded,2
"Cambridge,",2
manner,2
...,2
wiþ,2
"Normans,",2
strange,2
middle,2
"Nevertheless,",2
12th,2
"1066,",2
put,2
intense,2
Midlands,2
th-,2
"(they,",2
"them,",2
replaced,2
equivalent.,2
classes,2
prestigious,2
lost,2
possession.,2
han,2
Here,2
present.,2
"developed,",2
literature,2
Chaucer's,2
Canterbury,2
representation,2
high,2
next,2
chain,2
"raised,",2
"today,",2
why,2
V.,2
Chancery,2
publishing,2
Shakespeare,2
I.,2
characteristics,2
haue,2
loss,2
"order,",2
colonies,2
science,2
"Oceania,",2
political,2
indigenous,2
continue,2
difficulties,2
growing,2
economic,2
caused,2
public,2
Johnson,2
Webster,2
try,2
norm,2
increasingly,2
"changes,",2
do-support,2
"-ing,",2
appears,2
built,2
"population,",2
creoles,2
globally,2
language:,2
"government,",2
"education,",2
etc.,2
aged,2
5+,2
(PUMA),2
"states,",2
"Washington,",2
"D.C.,",2
Puerto,2
2016–2021,2
five-year,2
spoke,2
secondary,2
largest,2
every,2
islands,2
country.,2
belong,2
descendants,2
far,2
anywhere,2
Circles,2
acquire,2
membership,2
inner,2
significant,2
(at,2
immigrants,2
proficiency,2
Linguist,2
three-circles,2
smaller,2
"business,",2
born,2
"grammar,",2
well.,2
taken,2
taught,2
knowledge,2
80,2
able,2
puts,2
circle,2
plays,2
"all,",2
Spoken,2
listeners,2
"programmes,",2
technical,2
settlement,2
produce,2
koineised,2
given,2
30,2
mandatory,2
sense,2
Africans,2
associating,2
combining,2
mass,2
natural,2
parity,2
dominates,2
diplomacy,2
six,2
Economic,2
mentioned,2
publications,2
suitable,2
develop,2
English),2
English;,2
likely,2
constructed,2
inventory,2
distinguish,2
States:,2
(RP),2
Consonants,2
California,2
Consonant,2
alveolar,2
s,2
l,2
obstruents,2
/p,2
"z/,",2
Fortis,2
vowels.,2
stops,2
aspirated,2
alone,2
nip,2
noticeably,2
nib,2
[nɪˑb̥],2
stops:,2
pin,2
clear,2
l:,2
full,2
All,2
syllabic,2
sonorants:,2
"(GA),",2
represented,2
dictionaries,2
bid,2
e,2
ɑː,2
ɒ,2
bay,2
"above,",2
opposed,2
shortened,2
/ə/,2
(phonemically,2
"stop,",2
Clusters,2
articulation,2
intonation,2
reduction,2
"quality,",2
Stressed,2
pairs,2
"""contract""",2
"phrases,",2
versus,2
Republic,2
Wales,2
father–bother,2
/ɒ/,2
cot–caught,2
"/t,",2
d/,2
trap–bath,2
Can,2
Sound,2
best,2
(BrE),2
changed,2
"vowels,",2
contrasts,2
pronounce,2
glottal,2
dental,2
fricatives,2
rhotic,2
position.,2
Africa.,2
merge,2
"vowels""",2
constructions.,2
Only,2
seven,2
mood,2
aspect.,2
Questions,2
Conj.,2
nouns.,2
Regular,2
formation:,2
Singular:,2
Plural:,2
"man,",2
"fish,",2
expressed,2
Today,2
Possessive,2
head,2
determiner,2
modifiers,2
"the,",2
"with,",2
NP,2
indefinite,2
assumed,2
previously,2
"many,",2
number.,2
must,2
Determiners,2
come,2
"boy,",2
adjective,2
"comparison,",2
"comparative,",2
superlative:,2
comparative,2
tendency,2
persons,2
(distinguishing,2
transitive,2
"clause,",2
Otto,2
"(2002),",2
dependent,2
stand,2
identical,2
innovative,2
(found,2
"English),",2
"1st,",2
"2nd,",2
yours,2
"3rd,",2
our,2
themselves,2
deictic,2
argument,2
Prepositions,2
relations,2
arguments,2
Indirect,2
defining,2
heads,2
aspect,2
agreement,2
present-tense,2
third-person,2
subject.,2
followed,2
"negation,",2
"present,",2
form.,2
gerund-participle,2
Plain,2
love,2
Preterite,2
loved,2
taking,2
regular,2
Present,2
First,2
Further,2
"may,",2
shall,2
imperative,2
syntactically,2
get,2
"out,",2
simply,2
hence,2
event,2
quickly,2
adverbial,2
cat,2
headed,2
resources,2
"questions,",2
Basic,2
"sentences,",2
demonstrates,2
bites,2
double,2
"clauses,",2
"Phrases,",2
(that),2
"I,",2
Relative,2
letter,2
received,2
"who,",2
Subject–auxiliary,2
negated,2
simple,2
allow,2
*I,2
negation,2
older,2
verbs.,2
demoted,2
seen,2
(by,2
"her),",2
Where,2
What,2
topic-comment,2
topic,2
promoted,2
That,2
"bee,",2
Cohesion,2
mean,2
fact,2
narrated,2
ideas,2
towards,2
marker,2
registers,2
Over,2
extremely,2
borrows,2
actual,2
texts,2
statements,2
sources,2
word-formation,2
(especially,2
difficult,2
(29%),2
(6%),2
stages,2
eastern,2
England.,2
calques,2
knowing,2
ninth,2
"b,",2
"e,",2
"i,",2
"o,",2
"u,",2
"y,",2
top,2
proposals,2
"spelling,",2
words.[248],2
relationships,2
meaningful,2
soft,2
/θ/,2
/f/,2
"however,",2
silent,2
learning,2
read,2
readers,2
"Nonetheless,",2
learners,2
punctuation,2
pronunciation.,2
areas,2
Ulster,2
0:39,2
0:28,2
(Russell,2
0:35,2
(John,2
0:34,2
Liverpool,2
adopt,2
attrition,2
actually,2
lines,2
lower-class,2
urban,2
southeastern,2
stigmatised,2
notion,2
neighbouring,2
intrusive,2
"Scots,",2
America,2
Atlantic,2
0:57,2
U.S.,2
Louisiana,2
Atlas,2
homogeneous,2
increasing,2
colonial,2
present-day,2
Virginia,2
ultimately,2
Revolution,2
nation,2
systems,2
provinces,2
/aɪ/,2
recognised,2
slaves,2
white,2
[icon],2
section,2
needs,2
adding,2
(October,2
Manila,2
"Today,",2
name,2
L2,2
relationship,2
Universal,2
Rights,2
"ed.,",2
closed,2
access,2
Routes,2
"2003a,",2
55.,2
Today.,2
Dieter,2
Wolff,2
Bammesberger,2
30.,2
Thomason,2
Kaufman,2
"1988,",2
"language"".",2
News.,2
Albert,2
Campbell,2
Toon,2
2008.,2
3.,2
2009.,2
Trask,2
46–47.,2
103–123.,2
University.,2
perceived,2
Tieken-Boon,2
How,2
Northrup,2
(1998).,2
Education.,2
Multilingual,2
Graddol,2
"McCrum,",2
nineteenth.,2
2.,2
Office,2
Key,2
Records,2
Agency,2
KS207NI:,2
Bureau,2
Bao,2
69.,2
5.,2
197.,2
198.,2
7.,2
Ammon,2
Deumert,2
2012).,2
Mazrui,2
Sailaja,2
Times,2
India:,2
Society,2
2004.,2
Meierkord,2
Maritime,2
261.,2
Alcaraz,2
18,2
2003.,2
Collins,2
Mees,2
"Wells,",2
Macquarie,2
8:,2
"2000,",2
Roach,2
114.,2
"Cable,",2
Rodney,2
D.;,2
K.;,2
"2007,",2
Association.,2
2015).,2
June,2
McArthur,2
Miller,2
13,2
Algeo,2
Joseph,2
Social,2
Simon,2
Schuster.,2
Kessler,2
Leben,2
Elements.,2
34.,2
80–81.,2
Bright,2
1997.,2
Wiley.,2
Labov,2
"Thomas,",2
"""Rural",2
White,2
Mouton,2
"Gruyter,",2
2001.,2
Bailey,2
Books.,2
"Gordon,",2
"Bautista,",2
Literary,2
Hong,2
Education,2
Lawton,2
"Aarts,",2
Bas;,2
"Phrases"".",2
"McMahon,",2
Blackwell,2
"Daniels,",2
T.,2
"""Spelling",2
"McArthur,",2
"Tom,",2
IV:,2
1776–1997.,2
978-0-521-26477-8.,2
(3):,2
zur,2
Communication,2
(28,2
"Australia"".",2
Benjamins.,2
(1997).,2
Englishes,2
Z.,2
C.;,2
Longman.,2
Bas,2
Aarts;,2
R.;,2
Charles,2
"Brinton,",2
"Kirkpatrick,",2
Andy,2
"Campbell,",2
Sciences.,2
Variation,2
Clarendon,2
Settlements.,2
Phonetics,2
Publishers.,2
B.,2
88–90.,2
Change,2
Reading,2
Ronald,2
"Language"".",2
"Donoghue,",2
Introduction.,2
"Zealand"".",2
Special,2
Surveys.,2
"Syntax"".",2
Textbooks,2
(2013).,2
(4,2
"Maclagan,",2
introduction.,2
demonstrate,2
Ekkehard;,2
"Auwera,",2
(1994).,2
Family,2
Descriptions.,2
978-0-415-28079-2.,2
4176538.,2
"Labov,",2
"Mesthrie,",2
Rajend,2
"Smith,",2
L.;,2
Postvocalic,2
ISSN,2
"Mazrui,",2
ed.,2
Robert;,2
"""Census",2
Palgrave,2
Macmillan.,2
2011,2
"Patrick,",2
Policy.,2
(4th,2
(1988).,2
Sociolinguistics.,2
2014).,2
"""Population",2
"Toon,",2
"Trask,",2
Peter;,2
"Hannah,",2
Jean,2
Commons,2
Wikidata,2
Privacy,2
menu,1
WikipediaThe,1
Wikipedia,1
Create,1
Log,1
Personal,1
tools,1
Contents,1
hide,1
(Top),1
Talk,1
Read,1
Tools,1
article.,1
Click,1
here,1
information.,1
Page,1
semi-protected,1
"Wikipedia,",1
encyclopedia,1
/ˈɪŋɡlɪʃ/[1],1
locations,1
Speakers,1
L1:,1
380,1
(2023)[2],1
L2:,1
1.077,1
(2023)[3],1
Total:,1
1.457,1
(English,1
alphabet),1
(historically),1
Unified,1
Braille,1
Signed,1
Manually,1
coded,1
(multiple,1
systems),1
58,1
non-sovereign,1
Various,1
Recognised,1
Sri,1
Lanka,1
codes,1
639-1,1
en,1
639-2,1
639-3,1
Glottolog,1
stan1293,1
Linguasphere,1
52-ABA,1
administrative,1
article,1
symbols.,1
Without,1
rendering,1
"support,",1
"marks,",1
"boxes,",1
Unicode,1
characters.,1
introductory,1
"symbols,",1
Help:IPA.,1
Part,1
Topics,1
worldAs,1
languageHistory,1
Advanced,1
topics,1
francaEuropean,1
languageModern,1
EnglishLoanwordsLinguistic,1
(History),1
EnglishAmericanAnguillianAntarcticAntiguan,1
BarbudanAustralianBahamianBajanBay,1
IslandsBelizeanBermudianBruneiCameroonianCanadianCaribbeanCornishFalkland,1
IslandsFijianGambianGuyaneseGhanaianIndianIrishJamaicanKenyanLiberianMalawianMalaysianManxMyanmarNamibianNepaliNew,1
ZealandNigerianPakistaniPhilippineSan,1
Andrés–ProvidenciaScottishSierra,1
LeoneanSingaporeSouth,1
AfricanSouth,1
AtlanticSri,1
LankanTrinidadian,1
TobagonianUgandanWelshZimbabweansee,1
family.,1
Originating,1
medieval,1
"England,[4][5][6]",1
world[7],1
Mandarin,1
Chinese,1
Spanish.[8],1
59,1
states.,1
"2005,",1
English.[9],1
ancient,1
migrated,1
island,1
Anglophones.,1
holds,1
place,1
nations,1
joint-official,1
"Canada),",1
reasons,1
explicitly,1
UK).[10],1
"Nations,",1
organisations.,1
accounts,1
70%,1
emerging,1
Germanic-speaking,1
Britain.,1
absorbed,1
language.[11][12][13],1
"Then,",1
contributes,1
approximately,1
28%,1
28%.[14],1
"Thus,",1
"family,",1
genealogically,1
"(West,",1
"North,",1
Saterland);,1
German/Saxon;,1
Europe,1
(High):,1
Central;,1
Lux.:,1
Luxembourgish,1
Yiddish,1
tree,1
belongs,1
languages.[15],1
tribal,1
"coast,",1
"Isles,",1
continent.,1
"related,",1
Ingvaeonic,1
(North,1
Germanic),1
debated.[12],1
English.[16],1
Particular,1
Scots[17],1
Yola,1
Ireland.[18],1
isolated,1
"influences,",1
diverged,1
considerably.,1
differing,1
"phonology,",1
"these,",1
affinities,1
stages.[19],1
"isolated,",1
left,1
profound,1
similarities,1
clades—but,1
either.,1
argued,1
creole—a,1
theory,1
hypothesis.,1
"acknowledged,",1
specialists,1
language.[20][21],1
shares,1
"Dutch,",1
"German,",1
Swedish.[22],1
descended,1
Proto-Germanic.,1
Grimm's,1
Verner's,1
laws.,1
palatalisation,1
Palatalization).[23],1
Overview,1
"""Anglo-Saxon"",",1
Norse-speaking,1
settlers,1
"invaders,",1
starting,1
centuries.,1
Latin-derived,1
incorporated,1
hundred,1
years.[24][25],1
Renaissance,1
trend,1
concurrent,1
notably,1
culminated,1
Shakespeare.[26][27],1
standardised,1
"spelling,[citation",1
remained,1
unchanged,1
"then,",1
electronic,1
professional,1
"science,",1
"navigation,",1
law.[4],1
gradual,1
dependent-marking,1
morphology,1
fixed,1
order.[28],1
negation.,1
opening,1
"Beowulf,",1
handwritten,1
script,1
975,1
AD,1
1025,1
AD:,1
Hƿæt,1
ƿē,1
Gārde/na,1
ingēar,1
dagum,1
þēod,1
cyninga,1
þrym,1
ge,1
frunon...,1
"(""Listen!",1
Spear-Danes,1
days,1
yore,1
glory,1
"folk-kings..."")",1
(c.,1
550–1066).,1
"Germanic,",1
"Frisia,",1
Lower,1
Saxony,1
Jutland,1
record,1
Jutes.[29],1
economy,1
administration,1
collapsed.,1
7th,1
(43–409):,1
